"","Sample_1S10","Sample_1S11","Sample_1S12","Sample_1S13","Sample_1S14","Sample_1S15","Sample_1S16","Sample_1S17","Sample_1S18","Sample_1S19","Sample_1S1","Sample_1S20","Sample_1S21","Sample_1S22","Sample_1S23","Sample_1S24","Sample_1S25","Sample_1S2","Sample_1S3","Sample_1S4","Sample_1S5","Sample_1S6","Sample_1S7","Sample_1S8","Sample_1S9","Sample_2S10","Sample_2S11","Sample_2S12","Sample_2S13","Sample_2S14","Sample_2S15","Sample_2S16","Sample_2S17","Sample_2S18","Sample_2S19","Sample_2S1","Sample_2S20","Sample_2S21","Sample_2S22","Sample_2S23","Sample_2S24","Sample_2S25","Sample_2S2","Sample_2S3","Sample_2S4","Sample_2S5","Sample_2S6","Sample_2S7","Sample_2S8","Sample_2S9","Sample_3S10","Sample_3S11","Sample_3S12","Sample_3S13","Sample_3S14","Sample_3S15","Sample_3S16","Sample_3S17","Sample_3S18","Sample_3S19","Sample_3S1","Sample_3S20","Sample_3S21","Sample_3S22","Sample_3S23","Sample_3S24","Sample_3S25","Sample_3S2","Sample_3S3","Sample_3S4","Sample_3S5","Sample_3S6","Sample_3S7","Sample_3S8","Sample_3S9","Sample_4S10","Sample_4S11","Sample_4S12","Sample_4S13","Sample_4S14","Sample_4S15","Sample_4S16","Sample_4S17","Sample_4S18","Sample_4S19","Sample_4S1","Sample_4S20","Sample_4S21","Sample_4S22","Sample_4S23","Sample_4S24","Sample_4S25","Sample_4S2","Sample_4S3","Sample_4S4","Sample_4S5","Sample_4S6","Sample_4S7","Sample_4S9","Sample_N10","Sample_N11","Sample_N12","Sample_N13","Sample_N14","Sample_N15","Sample_N16","Sample_N17","Sample_N18","Sample_N19","Sample_N1","Sample_N20","Sample_N21","Sample_N22","Sample_N23","Sample_N24","Sample_N25","Sample_N26","Sample_N27","Sample_N28","Sample_N29","Sample_N2","Sample_N30","Sample_N31","Sample_N32","Sample_N33","Sample_N34","Sample_N35","Sample_N36","Sample_N37","Sample_N38","Sample_N39","Sample_N3","Sample_N40","Sample_N41","Sample_N42","Sample_N43","Sample_N44","Sample_N45","Sample_N46","Sample_N47","Sample_N48","Sample_N49","Sample_N4","Sample_N50","Sample_N5","Sample_N6","Sample_N7","Sample_N8","Sample_N9","Sample_Pan01","Sample_Pan02","Sample_Pan03","Sample_Pan04","Sample_Pan05","Sample_Pan06","Sample_PC10","Sample_PC11","Sample_PC12","Sample_PC13","Sample_PC14","Sample_PC15","Sample_PC16","Sample_PC17","Sample_PC18","Sample_PC19","Sample_PC1","Sample_PC20","Sample_PC21","Sample_PC22","Sample_PC23","Sample_PC24","Sample_PC25","Sample_PC26","Sample_PC27","Sample_PC28","Sample_PC29","Sample_PC2","Sample_PC30","Sample_PC31","Sample_PC32","Sample_PC33","Sample_PC34","Sample_PC35","Sample_PC36","Sample_PC3","Sample_PC4","Sample_PC5","Sample_PC6","Sample_PC7","Sample_PC8","Sample_PC9"
"T164570|T164570|21901",2,3,7,3,1,2,1,2,0,1,2,2,0,1,4,2,5,4,3,2,0,5,2,4,3,1,12,9,0,3,1,3,2,2,4,1,3,1,5,2,1,2,2,4,1,4,3,2,5,1,3,2,10,1,3,3,0,1,1,0,11,5,1,3,3,1,3,8,5,7,1,0,4,8,2,3,5,5,4,2,2,5,2,4,5,3,3,3,2,1,2,0,3,6,3,0,5,6,5,2,2,7,0,8,0,8,1,4,2,5,2,2,4,6,3,1,1,3,5,3,0,1,0,2,1,1,3,2,0,4,1,2,0,1,0,1,1,1,1,1,1,5,5,2,0,3,1,3,2,0,0,2,1,4,0,0,0,5,6,1,7,6,1,3,2,3,10,2,5,0,3,2,1,4,3,5,1,4,2,5,0,4,2,1,4,6,4,1,2,4,2
"T164894|T164894|7652",4,1,9,0,0,0,3,1,1,0,2,1,0,0,1,1,1,0,1,1,1,0,0,4,1,2,1,0,1,0,0,0,0,1,0,1,2,0,1,0,0,3,2,0,1,1,4,6,0,0,2,1,6,0,0,5,0,0,0,5,2,0,0,2,0,1,0,1,0,0,3,0,1,0,3,2,2,1,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,2,0,3,1,1,0,6,1,0,1,1,1,0,1,2,0,0,1,1,0,2,4,3,0,0,0,3,0,1,0,0,0,0,1,0,2,0,1,2,0,0,0,0,3,0,0,4,1,0,0,0,0,1,0,0,2,0,2,0,2,0,4,1,0,0,1,1,1,2,0,2,1,1,2,0,1,0,0,0,0,0,0,1,0,0,2,1,2,1,1,0
"T164897|T164897|2133",0,0,1,1,2,0,2,0,0,2,1,0,0,1,2,1,0,1,2,0,0,1,0,0,1,1,1,2,0,0,1,0,1,0,0,4,0,2,0,0,0,0,1,3,0,1,0,1,1,0,0,1,0,1,0,1,1,4,1,0,2,0,0,0,0,1,2,0,2,0,0,0,1,0,2,2,0,1,0,2,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,2,1,0,0,2,1,1,1,3,1,2,0,0,0,0,0,1,0,0,0,2,2,2,0,1,0,1,1,2,4,1,0,3,0,0,1,3,1,0,1,1,0,1,0,0,0,0,1,2,0,1,1,0,0,0,1,1,0,0,1,1,1,1,3,2,3,2,0,0,0,0,0,0,0,2,1,2,1,0,2,2,0,0,1,1,1,0,1,1,2,1,0,0,1
"T165554|T165554|4616",28,48,0,19,10,19,14,22,19,15,20,9,21,0,0,0,35,25,32,31,62,34,15,17,21,0,0,0,5,13,13,94,33,19,11,20,25,12,0,0,0,31,21,24,21,52,65,20,13,24,0,0,0,15,24,23,37,31,22,21,27,42,15,0,0,33,21,22,31,63,45,33,9,17,0,1,0,0,8,12,12,40,31,17,27,36,17,15,27,12,14,24,20,22,32,38,27,0,0,23,11,34,52,19,12,22,26,22,25,39,19,20,43,24,29,25,15,11,19,16,23,15,21,20,22,9,20,28,16,13,14,11,32,19,27,31,22,21,19,0,1,0,24,18,16,31,43,15,30,10,9,2,6,5,11,36,38,55,1,0,0,0,1,44,28,28,21,21,16,22,19,19,28,27,23,23,38,19,16,11,13,16,4,19,42,25,35,36,69,63,37
"T165708|T165708|4154",0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,3,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,3,1,0,0,1,0,0,2,1,1,0,1,0,0,2,1,1,0,0,2,1,0,0,0,1,0,3,4,0,0,0,2,4,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,3,0,1,2,1,0,2,1,1,1,0,1,0,1,0,0,0,1,0,1,2,1,0,1,0,2,0,0,1,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,2,2,0,0,2,1,0,0,0,0,1,2,0,3,1,0,0,0,0,0,0,1,3,0,6,0,0,0
"T165882|T165882|6296",2,2,0,0,1,0,0,1,1,2,1,1,0,1,1,2,0,2,0,0,5,2,0,4,0,0,1,1,0,1,2,1,0,2,1,1,2,2,2,1,2,1,1,4,1,0,1,1,3,2,5,1,1,0,0,1,3,0,1,1,0,1,2,0,1,0,2,1,1,1,0,1,2,2,2,2,0,1,0,0,2,0,2,3,0,0,0,1,0,0,2,1,3,2,1,2,1,3,3,0,0,0,1,0,1,1,3,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,2,0,0,1,1,2,1,1,1,0,1,1,1,4,1,3,1,1,2,0,2,0,1,0,1,2,1,2,4,0,1,3,1,1,1,0,1,0,0,1,1,0,0,1,2,1,2,3,0,1,0,1,0,1,1,0,2,1,1,0,1
"T166032|T166032|7238",5,6,16,1,4,0,3,5,6,4,7,1,4,3,5,1,10,10,7,2,2,2,3,3,3,7,6,15,3,2,2,1,1,3,4,8,3,1,6,6,3,7,5,12,3,5,7,11,3,7,6,4,5,2,7,4,1,3,4,2,9,3,4,0,4,3,2,11,7,5,1,5,4,6,3,9,10,6,7,2,7,0,1,6,2,5,2,4,3,0,5,2,4,9,3,2,6,9,3,5,4,4,0,6,4,4,3,2,6,4,5,0,2,6,9,1,3,6,3,2,7,6,1,1,6,0,3,1,2,7,1,4,8,4,3,3,6,2,2,2,3,8,6,2,11,2,3,7,1,1,1,2,5,1,1,3,4,2,5,6,10,8,6,2,3,5,3,3,2,6,3,3,3,4,3,3,2,3,0,2,1,3,8,3,4,11,7,11,4,1,1
"T166303|T166303|7247",0,0,3,1,0,0,0,0,0,2,1,0,0,1,0,0,1,3,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,3,4,0,0,2,0,0,0,1,0,2,1,1,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,2,0,1,3,0,0,0,2,0,1,2,1,1,2,4,0,2,0,0,1,2,0,2,0,3,0,0,0,0,0,1,0,0,1,0,2,2,0,0,1,0,2,1,1,0,1,1,1,0,0,1,0,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,4
"T166442|T166442|10430",0,2,2,0,0,1,1,2,0,1,1,0,0,0,0,1,1,0,3,0,1,0,2,4,6,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,2,0,0,0,3,0,0,2,3,4,2,1,0,1,1,0,0,0,0,1,2,1,3,0,1,3,1,2,0,0,2,2,1,4,0,0,0,0,0,0,1,0,0,0,1,1,2,0,1,4,4,0,1,1,0,0,1,0,1,0,0,2,1,0,0,1,1,1,2,0,1,0,0,4,0,2,0,3,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,2,1,1,1,1,2,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,2,0,0,0,0,3,1,1,0,1,0,0,2,3,0,0,1,2,0,0,1,0,4,0,1,0,1
"T166517|T166517|2606",0,2,1,0,1,0,1,2,2,4,4,1,0,0,1,1,4,1,2,2,3,0,3,3,0,2,5,1,2,5,0,3,3,1,1,2,5,0,5,0,1,0,0,0,3,2,5,2,3,1,6,1,0,3,1,1,2,1,1,2,5,0,0,1,0,0,4,2,2,2,0,3,6,0,3,2,0,3,0,0,1,4,1,5,3,3,1,2,3,4,2,0,1,5,1,0,2,2,3,1,0,0,1,3,2,1,3,0,0,1,0,1,2,3,1,0,0,3,1,0,4,1,0,2,5,1,2,0,1,1,3,5,4,4,1,0,1,1,1,2,0,3,1,0,4,0,0,0,5,0,0,0,0,0,0,1,1,2,3,1,5,0,0,1,2,4,3,4,1,3,1,0,3,1,2,1,3,1,1,2,3,0,1,3,5,0,2,7,1,2,2
"T166750|T166750|5431",3,4,12,1,4,7,3,6,3,6,9,0,4,6,2,3,7,11,5,7,7,5,9,8,8,9,17,10,4,3,3,3,6,1,3,9,3,6,3,2,6,9,11,5,5,8,6,3,6,7,7,9,5,7,2,6,4,5,1,1,13,3,5,4,3,4,6,13,16,2,3,5,5,6,13,7,7,2,8,3,3,4,3,5,8,6,5,4,2,0,1,3,18,9,4,2,3,9,5,7,4,2,2,5,5,8,7,14,5,10,3,5,4,8,7,4,2,3,9,8,9,4,3,3,6,4,6,5,3,3,5,8,2,2,7,2,4,1,2,2,8,10,7,3,9,10,4,5,6,4,0,1,0,3,0,8,7,7,11,11,7,10,12,6,11,6,11,7,4,2,6,1,3,3,1,5,6,4,0,3,3,1,0,6,11,16,11,11,5,3,7
"T167033|T167033|3214",2,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2,2,5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,1,1,0,0,2,1,1,3,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,1,1,0
"T167068|T167068|3603",0,0,2,0,0,1,1,0,0,1,3,0,0,2,3,0,0,1,0,0,0,1,0,0,0,5,0,1,3,1,1,2,0,1,1,2,1,0,4,0,0,0,0,2,3,1,1,1,0,1,0,2,4,0,1,1,0,1,0,0,3,0,1,1,0,0,0,3,4,0,0,1,1,2,0,1,0,7,0,1,1,1,0,2,0,0,0,0,0,0,3,0,1,2,1,3,4,0,5,0,1,0,1,2,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,3,1,0,3,0,1,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,0,1,0
"T167121|T167121|6923",1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,2,0,2,1,0,0,4,0,1,0,2,3,0,0,0,0,0,0,1,1,0,1,1,0,1,4,0,0,0,1,0,0,1,0,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,3,2,0,0,1,2,1,0,2,1,0,0,0,1,0,0,0,2,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,3,0,2,1,0,1,1,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,2,1,2,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,3,1,1,0,3,0,1,1,2,1,0,0,2,0,0,0,0,0,2,0,0,0,1,4,1,2,0,3,0,0
"T167422|T167422|8352",3,5,2,3,1,1,0,1,2,0,0,2,0,1,1,1,4,3,1,1,1,0,3,2,4,2,2,3,1,1,0,3,2,0,0,1,1,2,3,2,0,2,1,1,1,2,2,3,0,1,5,8,3,0,2,1,0,1,1,0,0,0,0,0,0,0,1,1,2,1,3,2,7,1,0,2,1,2,0,0,2,1,0,1,1,2,0,1,1,0,0,0,2,2,2,0,1,4,4,2,0,0,4,0,0,8,2,1,3,0,1,2,4,2,0,3,0,2,0,0,2,4,2,0,0,1,1,2,1,2,2,0,3,0,1,1,0,0,0,3,0,0,1,1,0,2,0,0,3,1,0,1,0,1,0,2,1,2,0,2,4,5,6,2,5,3,1,3,0,1,0,1,0,1,0,2,0,0,0,2,0,1,1,0,2,3,3,0,2,0,0
"T167926|T167926|11757",0,2,1,0,0,0,0,0,0,0,3,0,0,3,1,0,1,0,0,0,0,1,3,0,0,2,1,1,0,0,0,0,0,0,0,1,2,0,1,1,2,2,0,0,1,1,0,2,0,0,3,0,0,0,1,1,0,0,1,0,0,1,0,2,1,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,3,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,3,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,2,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,3,1,1,1,0,0,0,0,1,1,0,1,1,0,1,2,0,2,2,1,1,1,0,1,3,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2
"T168663|T168663|2262",2,0,3,0,0,2,0,0,0,0,2,0,0,0,2,0,0,2,1,0,1,1,0,1,0,0,1,1,1,2,2,1,1,0,1,1,0,0,3,3,0,3,5,0,1,1,0,4,1,0,1,6,0,2,0,0,1,2,2,0,3,1,0,0,2,0,0,0,1,0,1,0,0,0,0,1,1,2,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,3,0,0,2,1,0,1,0,0,2,3,0,2,3,0,3,1,0,0,3,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,2,1,2,0,2,0,0,0,1,1,1,2,4,2,0,2,1,0,0,0,0,0,0,1,1,0,0,3,2,0,1,0,2,0,0,0,0,2,1,1,0,0,0,1,0,1,2,1,2,0,1,1,5,0,0,2,0,0,0
"T169022|T169022|6034",2,0,5,0,0,0,0,2,0,0,3,0,0,1,0,1,2,4,1,0,0,0,1,0,0,4,3,2,2,0,0,1,1,0,2,0,0,0,0,2,1,1,1,0,2,2,0,3,1,2,1,1,3,1,0,0,1,0,2,0,0,1,1,0,0,0,0,4,4,0,2,3,1,2,0,5,2,2,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,4,0,2,0,2,1,4,1,2,5,1,0,2,0,2,1,2,3,0,2,1,2,0,1,0,0,0,0,1,1,0,1,2,0,3,0,1,0,0,1,0,2,1,1,1,2,0,1,0,0,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,4,1,3,5,1,1,1,3,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,2,0,1,3,6,3,1,0,1
"T169470|T169470|23185",1,2,0,0,1,0,0,1,0,2,1,1,2,2,0,0,0,2,2,1,1,1,0,0,1,2,2,0,1,3,0,1,1,0,0,1,0,2,0,0,1,1,0,0,0,2,3,1,1,3,5,1,2,1,1,2,0,3,1,0,2,2,0,0,1,2,0,0,0,4,1,0,3,2,1,0,2,1,0,0,1,2,1,2,1,1,0,0,0,0,0,0,1,2,1,1,1,1,0,4,2,1,4,0,1,0,0,1,4,3,0,2,1,0,0,1,1,2,1,3,0,1,0,0,1,3,0,0,0,1,0,0,2,3,1,0,1,0,1,0,1,0,0,1,1,2,2,2,0,1,0,1,0,1,1,2,1,1,1,2,1,2,2,1,4,0,1,1,1,1,1,2,0,0,0,0,0,1,1,0,2,0,0,1,0,4,3,3,2,2,1
"T170127|T170127|2622",1,7,7,4,2,0,1,0,5,2,0,2,2,2,2,3,0,1,3,2,4,2,3,8,0,5,5,2,2,2,2,1,1,2,2,3,1,0,0,1,1,1,3,2,0,7,4,3,1,4,0,6,3,2,2,3,2,0,0,0,4,0,3,1,2,1,1,4,5,5,2,1,1,2,9,7,4,2,1,3,5,2,4,2,2,5,0,1,1,0,0,2,2,1,3,1,4,5,2,2,5,1,1,4,5,3,0,5,3,6,4,4,2,6,2,2,2,3,2,2,2,2,0,3,0,3,0,1,0,1,1,3,1,0,2,0,1,3,0,0,2,5,2,4,4,2,0,2,6,0,0,3,1,0,0,4,3,0,0,3,3,7,10,3,3,6,3,3,0,1,0,1,0,1,2,4,2,2,3,1,1,0,3,0,5,3,2,2,2,2,5
"T170306|T170306|13318",0,11,15,2,8,9,5,16,1,10,8,9,2,5,7,1,9,5,5,4,4,2,4,14,3,10,8,9,7,3,1,7,4,7,5,6,5,5,9,8,5,6,9,5,2,3,4,11,4,2,0,10,12,5,7,6,4,7,10,5,14,3,6,7,8,6,4,9,9,7,5,5,7,2,5,8,3,12,5,2,10,1,6,15,9,7,4,3,9,3,7,3,6,8,8,0,9,7,8,5,5,8,2,6,6,0,1,4,4,4,6,2,4,5,12,5,5,7,1,3,6,6,3,2,11,8,4,3,3,5,4,7,10,9,12,3,17,12,6,5,6,8,2,3,8,8,3,8,3,2,0,1,2,4,5,7,5,8,9,7,11,8,3,1,7,10,7,1,2,5,7,1,2,9,3,6,7,6,6,1,11,3,5,12,5,26,13,9,9,4,8
"T170654|T170654|12782",0,1,1,0,0,0,0,2,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,1,0,2,0,0,0,1,1,1,0,2,2,0,0,1,1,2,1,0,1,0,0,1,0,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,1,0,2,0,3,0,0,1,0,1,0,1,2,0,0,0,0,1,3,0,0,0,2,1,0,0,1,0,1,1,0,0,2,1,0,0,2,0,0,2,2,2,0,0,0,1,2,0,0,0,0,2,0,1,1,0,0,0,1,0,0,1,1,0,0,3,1,0,0,2,3,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,2,1,1,1,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,2,1,3,1,0,0
"T170763|T170763|13379",5,3,5,2,1,0,4,0,2,1,1,1,2,45,1,1,6,0,1,2,7,1,7,5,2,5,2,4,0,1,0,0,1,3,3,0,3,3,2,3,1,2,1,0,0,1,3,0,0,2,4,2,2,2,3,4,4,4,1,2,1,0,2,2,1,1,0,2,2,7,3,1,3,4,2,3,1,6,0,3,0,0,0,1,2,2,1,2,4,0,3,1,2,5,0,2,0,2,1,1,3,4,3,3,2,1,2,1,4,1,1,0,3,4,2,3,2,1,1,1,0,1,1,2,2,1,2,2,0,3,3,3,3,5,1,3,4,2,0,2,3,1,0,4,0,0,0,1,2,2,0,0,2,1,1,3,3,4,3,5,4,4,3,3,2,1,8,0,0,1,1,2,2,2,2,2,2,1,0,1,2,1,3,0,1,3,2,3,1,3,2
"T170793|T170793|13222",0,0,0,1,0,2,0,1,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,2,2,0,6,1,2,0,2,0,0,1,3,0,1,0,1,0,1,0,1,1,3,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,5,0,2,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,2,0,1
"T172064|T172064|11574",0,0,0,0,1,1,1,1,1,0,3,0,0,1,1,0,1,3,5,1,1,0,0,0,2,2,1,5,1,0,0,0,0,1,1,2,1,1,2,2,1,6,6,1,1,4,1,0,1,1,3,1,5,0,3,1,1,2,0,0,2,1,0,1,4,2,1,2,1,0,1,2,3,2,2,2,1,2,0,0,1,3,0,0,2,4,0,2,3,1,0,2,2,2,2,4,1,1,2,1,0,0,3,0,4,1,3,0,4,3,1,1,1,2,2,1,2,2,4,0,3,1,1,1,1,0,1,0,0,1,0,4,2,4,0,0,1,1,1,1,0,2,4,3,4,1,0,0,1,0,0,0,1,0,1,1,0,1,0,2,3,1,1,3,0,3,4,2,0,1,6,1,2,1,0,0,1,0,2,0,0,3,0,0,4,3,5,0,2,1,1
"T172358|T172358|8676",1,4,2,2,2,0,2,2,4,1,2,2,3,0,1,1,2,2,4,3,0,1,1,3,2,2,3,5,6,0,1,1,3,1,3,1,0,0,3,1,0,2,2,5,0,3,4,1,1,5,5,3,3,1,0,1,2,3,1,0,7,2,3,2,1,2,2,1,1,0,1,2,1,0,5,1,7,0,1,2,1,3,3,4,1,2,4,2,0,1,2,2,3,1,1,1,1,2,1,3,4,4,4,1,2,1,2,2,2,3,3,3,4,2,2,6,0,0,1,0,2,0,1,1,1,0,1,0,3,1,0,2,3,3,3,1,3,2,1,0,2,4,7,3,1,4,0,2,1,0,0,0,0,0,1,0,1,0,2,2,3,3,3,0,2,3,3,2,0,1,3,5,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,1,3,1
"T172415|T172415|79591",5,3,4,3,6,1,3,3,3,0,2,2,0,3,8,0,3,3,5,4,3,0,2,5,3,3,4,3,1,6,4,2,0,1,3,0,3,1,2,1,1,5,5,4,1,3,1,2,4,9,14,4,32,2,0,3,0,3,1,1,10,1,1,1,1,1,2,3,9,5,9,4,0,15,3,6,6,11,4,1,2,7,7,2,3,5,2,4,2,3,1,2,3,4,5,7,11,3,2,7,5,2,1,6,1,3,3,5,5,10,2,2,9,1,4,0,4,2,3,2,3,2,4,5,2,4,3,0,0,4,2,4,4,3,1,2,7,3,5,1,3,6,3,3,9,3,6,2,6,0,0,0,1,1,0,6,3,3,2,2,1,0,4,2,2,6,5,1,2,2,4,1,3,2,3,2,1,2,0,2,1,5,2,2,2,2,6,4,2,3,1
"T172463|T172463|8404",0,4,2,3,6,4,6,12,6,1,2,3,4,1,3,0,1,3,3,1,0,3,8,6,6,3,2,1,1,6,5,4,3,5,5,3,1,1,1,0,1,5,7,5,1,0,0,11,5,7,2,2,0,4,6,3,12,2,5,7,1,1,3,0,4,4,1,4,4,2,2,1,7,3,4,3,1,1,3,0,4,4,1,2,8,2,4,2,1,6,2,2,0,2,0,0,1,0,4,6,3,3,5,0,2,6,1,5,5,1,3,5,3,3,4,3,3,5,7,8,1,4,0,5,2,4,11,3,2,4,4,1,3,2,2,2,1,2,2,0,1,0,5,3,2,7,3,0,10,0,1,3,1,4,0,1,0,1,0,2,2,0,2,3,1,5,7,4,5,1,6,2,3,4,3,0,4,1,7,1,2,3,4,1,1,7,12,5,0,1,1
"T172473|T172473|18686",1,4,2,0,0,0,1,0,1,1,4,0,3,1,0,1,3,0,2,0,2,0,2,4,2,2,1,0,1,0,0,0,0,0,2,1,1,2,1,1,0,5,2,3,0,1,1,5,0,4,1,0,0,3,0,1,2,0,3,1,3,0,0,0,0,0,1,4,4,0,0,0,1,2,0,2,1,1,0,0,1,2,0,2,3,3,1,1,2,2,1,0,1,2,1,0,0,0,3,1,0,0,3,2,0,1,2,2,2,2,0,0,3,0,1,1,3,1,0,3,0,1,0,2,0,1,2,0,1,0,2,3,1,0,0,1,3,0,0,1,0,1,2,1,3,0,0,1,2,0,0,0,1,0,0,2,0,1,1,1,2,1,5,0,1,1,1,0,0,0,0,1,1,1,3,1,2,0,0,0,0,0,0,0,0,2,0,1,3,0,2
"T172602|T172602|4348",1,1,1,0,1,0,0,1,2,0,1,0,1,0,0,0,2,1,2,1,0,0,1,0,1,0,0,1,0,3,0,1,0,0,0,1,2,1,0,2,0,1,0,1,0,0,0,3,0,3,0,0,0,0,2,1,2,1,2,0,3,1,1,0,0,0,1,1,1,5,0,3,0,1,1,0,1,0,0,2,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2,0,1,2,0,1,0,1,1,0,5,0,7,2,2,1,0,1,5,0,0,0,2,1,2,1,0,0,2,0,1,0,1,0,0,1,1,1,0,0,0,0,4,4,2,1,1,1,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,4,0,2,2,1,1,0,0,0,0,0,0,3,3,0,2,3,1,0
"T172697|T172697|8860",1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,1,2,1,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,1,3,1,0,0,0,0,1,0,0,1,1,1,0,0,3,1,0,1,3,1,1,0,1,0,2,1,1,3,1,0,0,0,1,0,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,3,1,2,1,1,0,1,1,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1
